SITE_NO,airport_id,name,CITY,state,STATE_NAME,lat,long,latitude,longitude,ELEV,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,towered_status,airspace_b
12422,6S8,LAUREL MUNI,LAUREL,MT,MONTANA,45.70517822,-108.7607711,45.70517822,-108.7607711,3542.6,PU,PU,Non-towered,
12426,LWT,LEWISTOWN MUNI,LEWISTOWN,MT,MONTANA,47.04925,-109.4666944,47.04925,-109.4666944,4170.4,PU,PU,Non-towered,
12429.11,S59,LIBBY,LIBBY,MT,MONTANA,48.28383333,-115.4902222,48.28383333,-115.4902222,2605.3,PU,PU,Non-towered,
12430.1,S69,LINCOLN,LINCOLN,MT,MONTANA,46.9547025,-112.6502169,46.9547025,-112.6502169,4602.8,PU,PU,Non-towered,
12433,LVM,MISSION FLD,LIVINGSTON,MT,MONTANA,45.69941666,-110.4480278,45.69941666,-110.4480278,4659.4,PU,PU,Non-towered,
12438.1,M75,MALTA,MALTA,MT,MONTANA,48.36694444,-107.9193333,48.36694444,-107.9193333,2253.8,PU,PU,Non-towered,
12450,MLS,FRANK WILEY FLD,MILES CITY,MT,MONTANA,46.42688638,-105.8882253,46.42688638,-105.8882253,2634.1,PU,PU,Non-towered,
12453,MSO,MISSOULA MONTANA,MISSOULA,MT,MONTANA,46.91630555,-114.0905556,46.91630555,-114.0905556,3205.6,PU,PU,Towered,
12467,U05,RIDDICK FLD,PHILIPSBURG,MT,MONTANA,46.31735308,-113.3051506,46.31735308,-113.3051506,5219,PU,PU,Non-towered,
12468,S34,PLAINS,PLAINS,MT,MONTANA,47.47355583,-114.9070814,47.47355583,-114.9070814,2467,PU,PU,Non-towered,
12470,PWD,SHER-WOOD,PLENTYWOOD,MT,MONTANA,48.79051555,-104.5237383,48.79051555,-104.5237383,2263.9,PU,PU,Non-towered,
12474,8S1,POLSON,POLSON,MT,MONTANA,47.69544444,-114.1852778,47.69544444,-114.1852778,2940.8,PU,PU,Non-towered,
12478.02,PO1,POPLAR MUNI,POPLAR,MT,MONTANA,48.13441666,-105.1621389,48.13441666,-105.1621389,2037.1,PU,PU,Non-towered,
12483,RED,RED LODGE,RED LODGE,MT,MONTANA,45.18483333,-109.2577097,45.18483333,-109.2577097,5762,PU,PU,Non-towered,
12485,7S0,RONAN,RONAN,MT,MONTANA,47.56716666,-114.1010833,47.56716666,-114.1010833,3086,PU,PU,Non-towered,
12489,RPX,ROUNDUP,ROUNDUP,MT,MONTANA,46.475,-108.5434167,46.475,-108.5434167,3490.3,PU,PU,Non-towered,
12495,9S2,SCOBEY,SCOBEY,MT,MONTANA,48.80772222,-105.4394722,48.80772222,-105.4394722,2434,PU,PU,Non-towered,
12499,SBX,SHELBY,SHELBY,MT,MONTANA,48.54069444,-111.87125,48.54069444,-111.87125,3442.9,PU,PU,Non-towered,
12503,SDY,SIDNEY-RICHLAND RGNL,SIDNEY,MT,MONTANA,47.70686111,-104.1925556,47.70686111,-104.1925556,1985.3,PU,PU,Non-towered,
12491.3,52S,ST IGNATIUS,ST IGNATIUS,MT,MONTANA,47.325,-114.0808333,47.325,-114.0808333,3006,PU,PU,Non-towered,
12512,S64,STANFORD/BIGGERSTAFF FLD,STANFORD,MT,MONTANA,47.14686305,-110.2300456,47.14686305,-110.2300456,4327.6,PU,PU,Non-towered,
12513,32S,STEVENSVILLE,STEVENSVILLE,MT,MONTANA,46.52511111,-114.0528056,46.52511111,-114.0528056,3613.5,PU,PU,Non-towered,
12516.1,9S4,MINERAL COUNTY,SUPERIOR,MT,MONTANA,47.16825944,-114.8537411,47.16825944,-114.8537411,2787,PU,PU,Non-towered,
12523,8U6,TERRY,TERRY,MT,MONTANA,46.77713888,-105.3131111,46.77713888,-105.3131111,2283,PU,PU,Non-towered,
12525,THM,THOMPSON FALLS,THOMPSON FALLS,MT,MONTANA,47.57349777,-115.2806561,47.57349777,-115.2806561,2467.1,PU,PU,Non-towered,
12529,9S5,THREE FORKS,THREE FORKS,MT,MONTANA,45.87811111,-111.5694444,45.87811111,-111.5694444,4089.4,PU,PU,Non-towered,
12531,8U8,BROADWATER COUNTY,TOWNSEND,MT,MONTANA,46.33123194,-111.4825861,46.33123194,-111.4825861,3897.2,PU,PU,Non-towered,
12534,57S,TROY,TROY,MT,MONTANA,48.48022055,-115.9035067,48.48022055,-115.9035067,2017,PU,PU,Non-towered,
12535,9U0,TURNER,TURNER,MT,MONTANA,48.85032027,-108.4037478,48.85032027,-108.4037478,3051.2,PU,PU,Non-towered,
12537,RVF,RUBY VALLEY FLD,TWIN BRIDGES,MT,MONTANA,45.53541666,-112.3022778,45.53541666,-112.3022778,4788.7,PU,PU,Non-towered,
12549.1,WYS,YELLOWSTONE,WEST YELLOWSTONE,MT,MONTANA,44.68838888,-111.1176389,44.68838888,-111.1176389,6649,PU,PU,Non-towered,
12558.1,7S6,WHITE SULPHUR SPRINGS,WHITE SULPHUR SPRINGS,MT,MONTANA,46.49557861,-110.9119175,46.49557861,-110.9119175,5065.4,PU,PU,Non-towered,
12573,OLF,L M CLAYTON,WOLF POINT,MT,MONTANA,48.0945,-105.5750556,48.0945,-105.5750556,1988.5,PU,PU,Non-towered,
16499.3,ASJ,TRI-COUNTY AT HENRY JOYNER FLD,AHOSKIE,NC,NORTH CAROLINA,36.29752638,-77.17085277,36.29752638,-77.17085277,66.6,PU,PU,Non-towered,
16503,VUJ,STANLY COUNTY,ALBEMARLE,NC,NORTH CAROLINA,35.41669388,-80.15079111,35.41669388,-80.15079111,609,PU,PU,Towered,
16506,RHP,WESTERN CAROLINA RGNL,ANDREWS,NC,NORTH CAROLINA,35.19522972,-83.86303861,35.19522972,-83.86303861,1698.7,PU,PU,Non-towered,
16515.3,HBI,ASHEBORO RGNL,ASHEBORO,NC,NORTH CAROLINA,35.654525,-79.89473722,35.654525,-79.89473722,670.8,PU,PU,Non-towered,
16517.5,AVL,ASHEVILLE RGNL,ASHEVILLE,NC,NORTH CAROLINA,35.43611305,-82.5420475,35.43611305,-82.5420475,2163.9,PU,PU,Towered,
16533,MRH,MICHAEL J SMITH FLD,BEAUFORT,NC,NORTH CAROLINA,34.73375861,-76.66035472,34.73375861,-76.66035472,10.1,PU,PU,Non-towered,
16582,BUY,BURLINGTON/ALAMANCE RGNL,BURLINGTON,NC,NORTH CAROLINA,36.04972777,-79.47300805,36.04972777,-79.47300805,616.1,PU,PU,Non-towered,
16585.1,N39,MEYERS,CANDLER,NC,NORTH CAROLINA,35.50371058,-82.7399563,35.50371058,-82.7399563,2273,PR,PU,Non-towered,
16588.7,BQ1,GILLIAM - MC CONNELL AIRFIELD,CARTHAGE,NC,NORTH CAROLINA,35.34166666,-79.43694444,35.34166666,-79.43694444,445,PR,PU,Non-towered,
16608,CLT,CHARLOTTE/DOUGLAS INTL,CHARLOTTE,NC,NORTH CAROLINA,35.21318694,-80.95137916,35.21318694,-80.95137916,747.9,PU,PU,Towered,1
16638.1,CTZ,CLINTON-SAMPSON COUNTY,CLINTON,NC,NORTH CAROLINA,34.97493527,-78.36563,34.97493527,-78.36563,144,PU,PU,Non-towered,
16644.2,JQF,CONCORD-PADGETT RGNL,CONCORD,NC,NORTH CAROLINA,35.38777027,-80.7091325,35.38777027,-80.7091325,704.2,PU,PU,Towered,
16650,ONX,CURRITUCK COUNTY RGNL,CURRITUCK,NC,NORTH CAROLINA,36.39994111,-76.01542527,36.39994111,-76.01542527,17.7,PU,PU,Non-towered,
16688.01,8N0,ROCKINGHAM COUNTY,EDEN,NC,NORTH CAROLINA,36.49364444,-79.73985833,36.49364444,-79.73985833,605,PU,PU,Non-towered,
16689,EDE,NORTHEASTERN RGNL,EDENTON,NC,NORTH CAROLINA,36.02859,-76.5697675,36.02859,-76.5697675,18.7,PU,PU,Non-towered,
16696,ECG,ELIZABETH CITY CG AIR STATION/RGNL,ELIZABETH CITY,NC,NORTH CAROLINA,36.26057555,-76.17456722,36.26057555,-76.17456722,10.6,PU,PU,Towered,
16698.1,EYF,CURTIS L BROWN JR FLD,ELIZABETHTOWN,NC,NORTH CAROLINA,34.60181555,-78.57927638,34.60181555,-78.57927638,131.3,PU,PU,Non-towered,
16699.11,ZEF,ELKIN MUNI,ELKIN,NC,NORTH CAROLINA,36.28,-80.78605555,36.28,-80.78605555,1067.2,PU,PU,Non-towered,
16702.1,7W6,HYDE COUNTY,ENGELHARD,NC,NORTH CAROLINA,35.56210972,-75.95615361,35.56210972,-75.95615361,6.7,PU,PU,Non-towered,
16707.1,HRJ,HARNETT RGNL JETPORT,ERWIN,NC,NORTH CAROLINA,35.380155,-78.73223666,35.380155,-78.73223666,201.7,PU,PU,Non-towered,
16723,FAY,FAYETTEVILLE RGNL/GRANNIS FLD,FAYETTEVILLE,NC,NORTH CAROLINA,34.99121111,-78.88027416,34.99121111,-78.88027416,189.4,PU,PU,Towered,
16723.02,2GC,GRAYS CREEK,FAYETTEVILLE,NC,NORTH CAROLINA,34.89369166,-78.84353055,34.89369166,-78.84353055,160,PR,PU,Non-towered,
16731.1,1A5,MACON COUNTY,FRANKLIN,NC,NORTH CAROLINA,35.22231388,-83.41999472,35.22231388,-83.41999472,2033.9,PU,PU,Non-towered,
16739,AKH,GASTONIA MUNI,GASTONIA,NC,NORTH CAROLINA,35.20262305,-81.14987583,35.20262305,-81.14987583,797.9,PU,PU,Non-towered,
16746.2,GWW,WAYNE EXEC JETPORT,GOLDSBORO,NC,NORTH CAROLINA,35.46055527,-77.9649275,35.46055527,-77.9649275,133.6,PU,PU,Non-towered,
16756.6,3A4,GREENSBORO EXEC,GREENSBORO,NC,NORTH CAROLINA,35.94194833,-79.68550933,35.94194833,-79.68550933,739,PR,PU,Non-towered,
16758,GSO,PIEDMONT TRIAD INTL,GREENSBORO,NC,NORTH CAROLINA,36.10132666,-79.94112277,36.10132666,-79.94112277,925.5,PU,PU,Towered,
16761,PGV,PITT-GREENVILLE,GREENVILLE,NC,NORTH CAROLINA,35.63569444,-77.38408333,35.63569444,-77.38408333,26.4,PU,PU,Non-towered,
16770,HSE,BILLY MITCHELL,HATTERAS,NC,NORTH CAROLINA,35.23280555,-75.61780555,35.23280555,-75.61780555,16.3,PU,PU,Non-towered,
16785,0A7,HENDERSONVILLE,HENDERSONVILLE,NC,NORTH CAROLINA,35.30761666,-82.43317416,35.30761666,-82.43317416,2084,PR,PU,Non-towered,
16793,HKY,HICKORY RGNL,HICKORY,NC,NORTH CAROLINA,35.74114555,-81.38955055,35.74114555,-81.38955055,1189.6,PU,PU,Towered,
16814,28A,GOOSE CREEK,INDIAN TRAIL,NC,NORTH CAROLINA,35.12097944,-80.58728944,35.12097944,-80.58728944,565,PR,PU,Non-towered,
16815.1,OAJ,ALBERT J ELLIS,JACKSONVILLE,NC,NORTH CAROLINA,34.82916666,-77.61213888,34.82916666,-77.61213888,92.9,PU,PU,Towered,
16816.1,GEV,ASHE COUNTY,JEFFERSON,NC,NORTH CAROLINA,36.43247222,-81.4185,36.43247222,-81.4185,3177.5,PU,PU,Non-towered,
16827,DPL,DUPLIN COUNTY,KENANSVILLE,NC,NORTH CAROLINA,35.00003638,-77.98165833,35.00003638,-77.98165833,136.6,PU,PU,Non-towered,
16828.95,FFA,FIRST FLIGHT,KILL DEVIL HILLS,NC,NORTH CAROLINA,36.01758333,-75.67158333,36.01758333,-75.67158333,11.9,PU,PU,Non-towered,
16836,ISO,KINSTON RGNL JETPORT AT STALLINGS FLD,KINSTON,NC,NORTH CAROLINA,35.33143277,-77.60883,35.33143277,-77.60883,92.9,PU,PU,Towered,
16845,W17,RALEIGH EAST,KNIGHTDALE,NC,NORTH CAROLINA,35.79772222,-78.43700972,35.79772222,-78.43700972,313,PR,PU,Non-towered,
16861.1,EXX,DAVIDSON COUNTY EXEC,LEXINGTON,NC,NORTH CAROLINA,35.78114138,-80.30377333,35.78114138,-80.30377333,732.5,PU,PU,Non-towered,
16866,IPJ,LINCOLNTON-LINCOLN COUNTY RGNL,LINCOLNTON,NC,NORTH CAROLINA,35.48314166,-81.16150555,35.48314166,-81.16150555,877.9,PU,PU,Non-towered,
16875,LHZ,TRIANGLE NORTH EXEC,LOUISBURG,NC,NORTH CAROLINA,36.02334861,-78.33026305,36.02334861,-78.33026305,368,PU,PU,Non-towered,
16882,LBT,LUMBERTON RGNL,LUMBERTON,NC,NORTH CAROLINA,34.60981111,-79.05954972,34.60981111,-79.05954972,124.6,PU,PU,Non-towered,
16894,MQI,DARE COUNTY RGNL,MANTEO,NC,NORTH CAROLINA,35.91898277,-75.69553583,35.91898277,-75.69553583,12.8,PU,PU,Non-towered,
16906,MEB,LAURINBURG/MAXTON,MAXTON,NC,NORTH CAROLINA,34.79217222,-79.36589611,34.79217222,-79.36589611,215.6,PU,PU,Non-towered,
16923.2,8A7,TWIN LAKES,MOCKSVILLE,NC,NORTH CAROLINA,35.914915,-80.45680638,35.914915,-80.45680638,818,PR,PU,Non-towered,
16926.2,EQY,CHARLOTTE/MONROE EXEC,MONROE,NC,NORTH CAROLINA,35.01741611,-80.62205583,35.01741611,-80.62205583,682.5,PU,PU,Non-towered,
16929.11,14A,LAKE NORMAN AIRPARK,MOORESVILLE,NC,NORTH CAROLINA,35.61386944,-80.89943055,35.61386944,-80.89943055,839.4,PR,PU,Non-towered,
16939,MRN,FOOTHILLS RGNL,MORGANTON,NC,NORTH CAROLINA,35.82022222,-81.61141666,35.82022222,-81.61141666,1269.9,PU,PU,Non-towered,
16941.1,MWK,MOUNT AIRY/SURRY COUNTY,MOUNT AIRY,NC,NORTH CAROLINA,36.46136166,-80.55321027,36.46136166,-80.55321027,1268.9,PU,PU,Non-towered,
16951.1,W40,MOUNT OLIVE MUNI,MOUNT OLIVE,NC,NORTH CAROLINA,35.22145416,-78.03861666,35.22145416,-78.03861666,166.7,PU,PU,Non-towered,
16971,EWN,COASTAL CAROLINA RGNL,NEW BERN,NC,NORTH CAROLINA,35.07285444,-77.04301972,35.07285444,-77.04301972,17.9,PU,PU,Towered,
16985,UKF,WILKES COUNTY,NORTH WILKESBORO,NC,NORTH CAROLINA,36.22360138,-81.09860833,36.22360138,-81.09860833,1303.4,PU,PU,Non-towered,
16990,SUT,CAPE FEAR RGNL JETPORT/HOWIE FRANKLIN FLD,OAK ISLAND,NC,NORTH CAROLINA,33.93081555,-78.07336361,33.93081555,-78.07336361,26,PU,PU,Non-towered,
16994,60J,ODELL WILLIAMSON MUNI,OCEAN ISLE BEACH,NC,NORTH CAROLINA,33.90932,-78.43468555,33.90932,-78.43468555,32.7,PU,PU,Non-towered,
16995,W95,OCRACOKE ISLAND,OCRACOKE,NC,NORTH CAROLINA,35.10116666,-75.96597222,35.10116666,-75.96597222,4,PU,PU,Non-towered,
17002.1,HNZ,HENDERSON/OXFORD,OXFORD,NC,NORTH CAROLINA,36.36114083,-78.52982722,36.36114083,-78.52982722,526.3,PU,PU,Non-towered,
17016,SOP,MOORE COUNTY,PINEHURST/SOUTHERN PINES,NC,NORTH CAROLINA,35.2374225,-79.38903361,35.2374225,-79.38903361,459.3,PU,PU,Non-towered,
17019.1,PMZ,PLYMOUTH MUNI,PLYMOUTH,NC,NORTH CAROLINA,35.81078027,-76.75837,35.81078027,-76.75837,36.3,PU,PU,Non-towered,
17030.1,5W4,P K AIRPARK,RAEFORD,NC,NORTH CAROLINA,35.01985972,-79.19100388,35.01985972,-79.19100388,304,PR,PU,Non-towered,
17034.4,5W5,SOUTHERN WAKE RGNL,RALEIGH,NC,NORTH CAROLINA,35.62038888,-78.70027777,35.62038888,-78.70027777,244,PR,PU,Non-towered,
17035,RDU,RALEIGH-DURHAM INTL,RALEIGH/DURHAM,NC,NORTH CAROLINA,35.87763888,-78.78747222,35.87763888,-78.78747222,435.2,PU,PU,Towered,
17052.1,SIF,ROCKINGHAM COUNTY NC SHILOH,REIDSVILLE,NC,NORTH CAROLINA,36.43721638,-79.85100972,36.43721638,-79.85100972,693.5,PU,PU,Non-towered,
16766,IXA,HALIFAX/NORTHAMPTON RGNL,ROANOKE RAPIDS,NC,NORTH CAROLINA,36.32979166,-77.63523083,36.32979166,-77.63523083,144.3,PU,PU,Non-towered,
17063,RCZ,RICHMOND COUNTY,ROCKINGHAM,NC,NORTH CAROLINA,34.89130333,-79.75959777,34.89130333,-79.75959777,357.5,PU,PU,Non-towered,
17066,RWI,ROCKY MOUNT/WILSON RGNL,ROCKY MOUNT,NC,NORTH CAROLINA,35.85625277,-77.89193333,35.85625277,-77.89193333,157.7,PU,PU,Non-towered,
17069.1,TDF,RALEIGH RGNL AT PERSON COUNTY,ROXBORO,NC,NORTH CAROLINA,36.28461111,-78.98463888,36.28461111,-78.98463888,608.9,PU,PU,Non-towered,
17073,FQD,RUTHERFORD COUNTY/MARCHMAN FLD,RUTHERFORDTON,NC,NORTH CAROLINA,35.42822222,-81.93507777,35.42822222,-81.93507777,1077.3,PU,PU,Non-towered,
17079,RUQ,MID-CAROLINA RGNL,SALISBURY,NC,NORTH CAROLINA,35.64588333,-80.52029166,35.64588333,-80.52029166,772.3,PU,PU,Non-towered,
17082.12,TTA,RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY,SANFORD,NC,NORTH CAROLINA,35.58243944,-79.10133777,35.58243944,-79.10133777,246.6,PU,PU,Non-towered,
17092,EHO,SHELBY-CLEVELAND COUNTY RGNL,SHELBY,NC,NORTH CAROLINA,35.25574916,-81.60076444,35.25574916,-81.60076444,846.6,PU,PU,Non-towered,
17094.1,SCR,SILER CITY MUNI,SILER CITY,NC,NORTH CAROLINA,35.70427444,-79.50429777,35.70427444,-79.50429777,615.6,PU,PU,Non-towered,
17101,JNX,JOHNSTON RGNL,SMITHFIELD,NC,NORTH CAROLINA,35.54093805,-78.39032555,35.54093805,-78.39032555,164,PU,PU,Non-towered,
17128,7A8,AVERY COUNTY/MORRISON FLD,SPRUCE PINE,NC,NORTH CAROLINA,35.94536111,-81.99622222,35.94536111,-81.99622222,2745.2,PU,PU,Non-towered,
17139,43A,MONTGOMERY COUNTY,STAR,NC,NORTH CAROLINA,35.38464972,-79.79026638,35.38464972,-79.79026638,632.5,PU,PU,Non-towered,
17142,SVH,STATESVILLE RGNL,STATESVILLE,NC,NORTH CAROLINA,35.76499666,-80.9539,35.76499666,-80.9539,967.8,PU,PU,Non-towered,
17148.5,24A,JACKSON COUNTY,SYLVA,NC,NORTH CAROLINA,35.31721111,-83.20970361,35.31721111,-83.20970361,2857,PU,PU,Non-towered,
17154.1,ETC,TARBORO-EDGECOMBE,TARBORO,NC,NORTH CAROLINA,35.93726305,-77.54648027,35.93726305,-77.54648027,52.6,PU,PU,Non-towered,
17172,AFP,ANSON COUNTY/JEFF CLOUD FLD,WADESBORO,NC,NORTH CAROLINA,35.02063777,-80.0771175,35.02063777,-80.0771175,299.7,PU,PU,Non-towered,
17178.1,ACZ,WALLACE-PENDER,WALLACE,NC,NORTH CAROLINA,34.71786666,-78.00388,34.71786666,-78.00388,38.1,PU,PU,Non-towered,
17178.3,N63,MEADOW BROOK FLD,WALNUT COVE,NC,NORTH CAROLINA,36.30152611,-80.14837916,36.30152611,-80.14837916,631,PR,PU,Non-towered,
17190,OCW,WASHINGTON-WARREN,WASHINGTON,NC,NORTH CAROLINA,35.57047222,-77.04980555,35.57047222,-77.04980555,37.4,PU,PU,Non-towered,
17191,N52,JAARS-TOWNSEND,WAXHAW,NC,NORTH CAROLINA,34.86381666,-80.74798333,34.86381666,-80.74798333,602,PR,PU,Non-towered,
17205.1,CPC,COLUMBUS COUNTY RGNL,WHITEVILLE,NC,NORTH CAROLINA,34.27287055,-78.71498722,34.27287055,-78.71498722,99.4,PU,PU,Non-towered,
17209,MCZ,MARTIN COUNTY,WILLIAMSTON,NC,NORTH CAROLINA,35.86219277,-77.17820055,35.86219277,-77.17820055,74.9,PU,PU,Non-towered,
17211,ILM,WILMINGTON INTL,WILMINGTON,NC,NORTH CAROLINA,34.27113888,-77.90288888,34.27113888,-77.90288888,31.7,PU,PU,Towered,
17214,W03,WILSON INDUSTRIAL AIR CENTER,WILSON,NC,NORTH CAROLINA,35.77040694,-77.96979138,35.77040694,-77.96979138,159.6,PU,PU,Non-towered,
17220,INT,SMITH REYNOLDS,WINSTON SALEM,NC,NORTH CAROLINA,36.1337138,-80.22198772,36.1337138,-80.22198772,969.4,PU,PU,Towered,
17253,ASY,ASHLEY MUNI,ASHLEY,ND,NORTH DAKOTA,46.02315555,-99.35257472,46.02315555,-99.35257472,2034.4,PU,PU,Non-towered,
17256.1,20U,BEACH,BEACH,ND,NORTH DAKOTA,46.92516666,-103.9820556,46.92516666,-103.9820556,2755.9,PU,PU,Non-towered,
17261,95D,BEULAH,BEULAH,ND,NORTH DAKOTA,47.25121388,-101.8150431,47.25121388,-101.8150431,1791,PU,PU,Non-towered,
17265,BIS,BISMARCK MUNI,BISMARCK,ND,NORTH DAKOTA,46.77273388,-100.7457375,46.77273388,-100.7457375,1661.3,PU,PU,Towered,
17268.1,D09,BOTTINEAU MUNI,BOTTINEAU,ND,NORTH DAKOTA,48.83047222,-100.4173056,48.83047222,-100.4173056,1680.1,PU,PU,Non-towered,
17271.02,BWW,BOWMAN RGNL,BOWMAN,ND,NORTH DAKOTA,46.1655193,-103.3007428,46.1655193,-103.3007428,2965.4,PU,PU,Non-towered,
17279.1,9D7,CANDO MUNI,CANDO,ND,NORTH DAKOTA,48.48002777,-99.23638888,48.48002777,-99.23638888,1481.5,PU,PU,Non-towered,
17280,46D,CARRINGTON MUNI,CARRINGTON,ND,NORTH DAKOTA,47.45111111,-99.15133333,47.45111111,-99.15133333,1606.5,PU,PU,Non-towered,
17284.1,5N8,CASSELTON ROBERT MILLER RGNL,CASSELTON,ND,NORTH DAKOTA,46.85394444,-97.20786111,46.85394444,-97.20786111,933.3,PU,PU,Non-towered,
17285,2C8,CAVALIER MUNI,CAVALIER,ND,NORTH DAKOTA,48.78372222,-97.63197222,48.78372222,-97.63197222,892.1,PU,PU,Non-towered,
17288,S32,COOPERSTOWN MUNI,COOPERSTOWN,ND,NORTH DAKOTA,47.42277361,-98.10587138,47.42277361,-98.10587138,1424.4,PU,PU,Non-towered,
17292,D50,CROSBY MUNI,CROSBY,ND,NORTH DAKOTA,48.92829944,-103.2975817,48.92829944,-103.2975817,1952.7,PU,PU,Non-towered,
17302,DVL,DEVILS LAKE RGNL,DEVILS LAKE,ND,NORTH DAKOTA,48.11659083,-98.90998805,48.11659083,-98.90998805,1469.4,PU,PU,Non-towered,
17304,DIK,DICKINSON/THEODORE ROOSEVELT RGNL,DICKINSON,ND,NORTH DAKOTA,46.80047361,-102.8044353,46.80047361,-102.8044353,2592.1,PU,PU,Non-towered,
17308.83,D29,DRAYTON MUNI,DRAYTON,ND,NORTH DAKOTA,48.61851388,-97.17589722,48.61851388,-97.17589722,798,PU,PU,Non-towered,
17310.1,S28,INTL PEACE GARDEN,DUNSEITH,ND,NORTH DAKOTA,48.99730555,-100.0436944,48.99730555,-100.0436944,2316.8,PU,PU,Non-towered,
17317.1,51D,EDGELEY MUNI,EDGELEY,ND,NORTH DAKOTA,46.34969444,-98.735,46.34969444,-98.735,1603.5,PU,PU,Non-towered,
17320.1,4.00E+07,ELLENDALE MUNI,ELLENDALE,ND,NORTH DAKOTA,46.01633333,-98.51569444,46.01633333,-98.51569444,1456.6,PU,PU,Non-towered,
17321,5N4,SKY HAVEN,ENDERLIN,ND,NORTH DAKOTA,46.626862,-97.62023219,46.626862,-97.62023219,1151,PU,PU,Non-towered,
17328,FAR,HECTOR INTL,FARGO,ND,NORTH DAKOTA,46.92063888,-96.81575,46.92063888,-96.81575,901.3,PU,PU,Towered,
17328.11,D54,WEST FARGO MUNI,FARGO,ND,NORTH DAKOTA,46.90038055,-96.91852222,46.90038055,-96.91852222,896,PU,PU,Non-towered,
17333.2,Y27,STANDING ROCK,FORT YATES,ND,NORTH DAKOTA,46.0668825,-100.6327794,46.0668825,-100.6327794,1633.7,PU,PU,Non-towered,
17337.2,D05,GARRISON MUNI,GARRISON,ND,NORTH DAKOTA,47.65604358,-101.4368016,47.65604358,-101.4368016,1936.5,PU,PU,Non-towered,
17340,D57,GLEN ULLIN RGNL,GLEN ULLIN,ND,NORTH DAKOTA,46.81430555,-101.8651944,46.81430555,-101.8651944,2091,PU,PU,Non-towered,
17347,GAF,HUTSON FLD,GRAFTON,ND,NORTH DAKOTA,48.40471555,-97.37095666,48.40471555,-97.37095666,824.5,PU,PU,Non-towered,
17349.1,GFK,GRAND FORKS INTL,GRAND FORKS,ND,NORTH DAKOTA,47.94786833,-97.17569166,47.94786833,-97.17569166,845.1,PU,PU,Towered,
17354.22,GWR,GWINNER/ROGER MELROE FLD,GWINNER,ND,NORTH DAKOTA,46.21827777,-97.64336111,46.21827777,-97.64336111,1265.5,PU,PU,Non-towered,
17355,5H4,HARVEY MUNI,HARVEY,ND,NORTH DAKOTA,47.79122222,-99.93175,47.79122222,-99.93175,1607.2,PU,PU,Non-towered,
17357.1,HZE,MERCER COUNTY RGNL,HAZEN,ND,NORTH DAKOTA,47.28993527,-101.5809781,47.28993527,-101.5809781,1814.7,PU,PU,Non-towered,
17360,HEI,HETTINGER/JB LINDQUIST RGNL,HETTINGER,ND,NORTH DAKOTA,46.01488888,-102.656,46.01488888,-102.656,2705.8,PU,PU,Non-towered,
17362.12,3H4,HILLSBORO MUNI,HILLSBORO,ND,NORTH DAKOTA,47.35940777,-97.06041638,47.35940777,-97.06041638,906.1,PU,PU,Non-towered,
17367,JMS,JAMESTOWN RGNL,JAMESTOWN,ND,NORTH DAKOTA,46.92972222,-98.67819444,46.92972222,-98.67819444,1499.9,PU,PU,Non-towered,
17371.1,7K5,KENMARE MUNI,KENMARE,ND,NORTH DAKOTA,48.6676125,-102.0480028,48.6676125,-102.0480028,1962,PU,PU,Non-towered,
17372,9Y1,DUNN COUNTY WEYDAHL FLD,KILLDEER,ND,NORTH DAKOTA,47.39133194,-102.7718125,47.39133194,-102.7718125,2249,PU,PU,Non-towered,
17374,K74,ROBERT ODEGAARD FLD,KINDRED,ND,NORTH DAKOTA,46.64873075,-96.99900961,46.64873075,-96.99900961,947.3,PU,PU,Non-towered,
17381.7,4F9,LA MOURE ROTT MUNI,LA MOURE,ND,NORTH DAKOTA,46.34728055,-98.28148611,46.34728055,-98.28148611,1310,PR,PU,Non-towered,
17381,5L0,LAKOTA MUNI,LAKOTA,ND,NORTH DAKOTA,48.02891666,-98.32575,48.02891666,-98.32575,1511.3,PU,PU,Non-towered,
17382,D55,ROBERTSON FLD,LANGDON,ND,NORTH DAKOTA,48.75313063,-98.39376916,48.75313063,-98.39376916,1608.4,PU,PU,Non-towered,
17386.11,2L1,LARIMORE MUNI,LARIMORE,ND,NORTH DAKOTA,47.90671388,-97.64097222,47.90671388,-97.64097222,1130,PU,PU,Non-towered,
17388.1,D31,LEEDS MUNI,LEEDS,ND,NORTH DAKOTA,48.28500694,-99.40219722,48.28500694,-99.40219722,1508,PU,PU,Non-towered,
17392,7L2,LINTON MUNI,LINTON,ND,NORTH DAKOTA,46.22064088,-100.2456239,46.22064088,-100.2456239,1778.6,PU,PU,Non-towered,
17394.1,6L3,LISBON MUNI,LISBON,ND,NORTH DAKOTA,46.44697333,-97.72821555,46.44697333,-97.72821555,1240.3,PU,PU,Non-towered,
17400,6D3,MADDOCK MUNI,MADDOCK,ND,NORTH DAKOTA,47.9802625,-99.52695972,47.9802625,-99.52695972,1600,PU,PU,Non-towered,
17403,Y19,MANDAN RGNL/LAWLER FLD,MANDAN,ND,NORTH DAKOTA,46.76797222,-100.8943611,46.76797222,-100.8943611,1944,PU,PU,Non-towered,
17406,D56,MAYVILLE MUNI,MAYVILLE,ND,NORTH DAKOTA,47.47684166,-97.32808194,47.47684166,-97.32808194,977,PU,PU,Non-towered,
